1.1.7.01.01.01.001;Aspal
1.3.2.03.03.11.015;Anak Timbangan Bidur
1.3.2.03.03.11.016;Anak Timbangan Dari Besi
1.3.2.03.03.11.017;Anak Timbangan Keping (Mulut Kecil)
1.3.2.03.03.11.018;Anak Timbangan Keping (Mulut Besar)
1.3.2.03.03.11.019;Anak Timbangan/Biara Lainnya
1.3.2.03.03.12.001;Takaran Kering Dari 100 - 50 - 20 Liter
1.3.2.03.03.12.002;Takaran Kering Dari 10 S/D 0,5 Liter
1.3.2.03.03.12.003;Takaran Kering Lainnya
1.3.2.03.03.13.001;Takaran Bahan Bangunan 2 Hl Berbentuk Tong
1.3.2.03.03.13.002;Takaran Bahan Bangunan Lainnya
1.3.2.03.03.14.001;Takaran Latex/Getah Susu
1.3.2.03.03.14.002;Takaran Buah Kopi Dari 0,5 Hl
1.3.2.03.03.14.003;Takaran Kapuk Dari Kayu 2 Dan 1 Hl
1.3.2.03.03.14.004;Takaran Minyak Dari Besi 0,5 Hl
1.3.2.03.03.14.005;Takaran Gandum 0,5 Hl
1.3.2.03.03.14.006;Labu Takar (Volumetrik) Berbagai Capasitas
1.3.2.03.03.14.007;Botol Uji Berbagai Ukuran
1.3.2.03.03.14.008;Takaran Lainnya
1.3.2.03.03.15.001;Alat Penguji Kendaraan Bermotor
1.3.2.03.03.15.002;Flow Watch
1.3.2.03.03.15.003;Alat Penguji Kendaraan Bermotor Lainnya
1.3.2.03.03.16.001;Loadsimulator
1.3.2.03.03.16.002;Brake Efficiency Recorder
1.3.2.03.03.16.003;Noise Tester
1.3.2.03.03.16.004;Nozzle Tester
1.3.2.03.03.16.005;Smoke Tester
1.3.2.03.03.16.006;Heat Light Tester
1.3.2.03.03.16.007;Brake Tester
1.3.2.03.03.16.008;Side Sleep Tester
1.3.2.03.03.16.009;Carlift/Ptlift
1.3.2.03.03.16.010;Axle Weight Beam
1.3.2.03.03.16.011;Chasis Lubricator
1.3.2.03.03.16.012;Tune Up Tester (Alat Penguji Kendaraan Bermotor)
1.3.2.03.03.16.013;Compression Gauge
1.3.2.03.03.16.014;Diesel Timing Tachometer
1.3.2.03.03.16.015;Vernier Caliper
1.3.2.03.03.16.016;Sound Scope
1.3.2.03.03.16.017;Hydraulic Tester
1.3.2.03.03.16.018;Temperature Gauge
1.3.2.03.03.16.019;Whitsone Brigg
1.3.2.03.03.16.020;Tire Pressure Gauge
1.3.2.03.03.16.021;Service Lift
1.3.2.03.03.16.022;Tachometer (Mechanical)
1.3.2.03.03.16.023;Tachometer (Electric)
1.3.2.03.03.16.024;Spark Plug Cleaner
1.3.2.03.03.16.025;Spark Plug Quick Tester
1.3.2.03.03.16.026;Injection Pump Tester
1.3.2.03.03.16.027;Chassis Analyzer
1.3.2.03.03.16.028;Chassis Dynamometer
1.3.2.03.03.16.029;Engine Analyzer
1.3.2.03.03.16.030;Engine Dynamometer
1.3.2.03.03.16.031;Brinell Hardness Tester
1.3.2.03.03.16.032;Specific Set Lainnya
1.3.2.03.03.17.001;Transmission Measuring Set Modulator
1.3.2.03.03.17.002;Dme Ground Station Test Set (Specific Set)
1.3.2.03.03.17.003;Communication Receiver Set
1.3.2.03.03.17.004;Ils Calibration
1.3.2.03.03.17.005;Measuring Set
1.3.2.03.03.17.006;Sangkar Meteorologi
1.3.2.03.03.17.007;Thermometer Max
1.3.2.03.03.17.008;Thermometer Min
1.3.2.03.03.17.009;Thermometer Apung
1.3.2.03.03.17.010;Thermometer Tanah
1.3.2.03.03.17.011;Thermometer Suhu Air Laut
1.3.2.03.03.17.012;Flow Watch
1.3.2.03.03.17.013;Portable Weather Season
1.3.2.03.03.17.014;Psychrometer Assman
1.3.2.03.03.17.015;Automatic Weather Station (Aws)
1.3.2.03.03.17.016;Ground Rason Receiver
1.3.2.03.03.17.017;Automatic Weather Observing Station (Awos)
1.3.2.03.03.17.018;Intensity Meter
1.3.2.03.03.17.019;Sistem Informasi Meteorologi Otomatis (Simo)
1.3.2.03.03.17.020;Seismic Borehole
1.3.2.03.03.17.021;Low Level Wind Shear Alert System
1.3.2.03.03.17.022;Tide Gauge Tsunami
1.3.2.03.03.17.023;Wind Profiler
1.3.2.03.03.17.024;Alat Monitoring Tsunami
1.3.2.03.03.17.025;Light Detecting And Ranging (Lidar)
1.3.2.03.03.17.026;Alat Deteksi Getaran Tanah
1.3.2.03.03.17.027;Infrasound Meter
1.3.2.03.03.17.028;Radiosonde
1.3.2.03.03.17.029;Magnetograph
1.3.2.03.03.17.030;Lightning Detector
1.3.2.03.03.17.031;Refraksi Meter
1.3.2.03.03.17.032;Resistivity Meter
1.3.2.03.03.17.033;Handheld Teropong
1.3.2.03.03.17.034;Digital Soil Thermometer
1.3.2.03.03.17.035;Thermometer Minimum Rumput
1.3.2.03.03.17.036;Handheld Digital Soil Moisture
1.3.2.03.03.17.037;Wind Tunnel
1.3.2.03.03.17.038;Alat Penakar Hujan
1.3.2.03.03.17.039;Automatic Rain Gauge (Arg)
1.3.2.03.03.17.040;Actinograph
1.3.2.03.03.17.041;Handheld Digital Pyranometer
1.3.2.03.03.17.042;Solar Monitoring Station
1.3.2.03.03.17.043;Digital Evaporimeter
1.3.2.03.03.17.044;Precursor Gempa Bumi
1.3.2.03.03.17.045;Digital Multi-Weather Sensors
1.3.2.03.03.17.046;Handheld Weather Station
1.3.2.03.03.17.047;Mobile Automatic Weather Station (Maws)
1.3.2.03.03.17.048;Agroclimate Automatic Weather Station (Aaws)
1.3.2.03.03.17.049;Automatic Rain Water Sampler (Arws)
1.3.2.03.03.17.050;Betha-Rays Attenuation Monitoring (Bam)
1.3.2.03.03.17.051;Air Kit Flask Sampling
1.3.2.03.03.17.052;Green House Gas (Ghg) Analyzer
1.3.2.03.03.17.053;Aerosol Sampler
1.3.2.03.03.17.054;Passive Air Sampler
1.3.2.03.03.17.055;Active Air Sampler
1.3.2.03.03.17.056;Portable Gas Sampling
1.3.2.03.03.17.057;Pagar Taman Alat
1.3.2.03.03.17.058;Hydrogen Generator
1.3.2.03.03.17.059;Humidity Meter
1.3.2.03.03.17.060;Alat Pengukur Keadaan Alam Lainnya
1.3.2.03.03.18.001;Sunshine Recorder
1.3.2.03.03.18.002;Solarimeter (Alat Pengukur Keadaan Alam)
1.3.2.03.03.18.003;Pyranometer
1.3.2.03.03.18.004;Pyrheliometer
1.3.2.03.03.18.005;Net Radiometer
1.3.2.03.03.18.006;Digital Radiometer
1.3.2.03.03.18.007;Actinometer
1.3.2.03.03.18.008;Integrating Actino Meter
1.3.2.03.03.18.009;Albedometer
1.3.2.03.03.18.010;Gun Belani
1.3.2.03.03.18.011;Angstroom Pyrheliometer
1.3.2.03.03.18.012;Solarigraph
1.3.2.03.03.18.013;Pyrheliograph
1.3.2.03.03.18.014;Actiongraph
1.3.2.03.03.18.015;Pyranograph
1.3.2.03.03.18.016;X-Y Recorder (Alat Pengukur Keadaan Alam)
1.3.2.03.03.18.017;Penakar Hujan
1.3.2.03.03.18.018;Reinfall Recorder Type Bucket
1.3.2.03.03.18.019;Leaf Area Meter
1.3.2.03.03.18.020;Planimeter (Alat Pengukur Keadaan Alam)
1.3.2.03.03.18.021;Ceilometer
1.3.2.03.03.18.022;Ceilograph
1.3.2.03.03.18.023;Weather Radar
1.3.2.03.03.18.024;Open Pan Evaporimeter
1.3.2.03.03.18.025;Piche Evaporimeter
1.3.2.03.03.18.026;Lysimeter
1.3.2.03.03.18.027;Tubing Pump Drive
1.3.2.03.03.18.028;Keshner Evaporimeter
1.3.2.03.03.18.029;Evaporigraph
1.3.2.03.03.18.030;Dew Recorder
1.3.2.03.03.18.031;Dew Gauge
1.3.2.03.03.18.032;Blue M Oven
1.3.2.03.03.18.033;Neutron Probe
1.3.2.03.03.18.034;Decimeter Charge
1.3.2.03.03.18.035;Pocket Decimeter
1.3.2.03.03.18.036;Tensiometer (Alat Pengukur Keadaan Alam)
1.3.2.03.03.18.037;Accessoris Tube
1.3.2.03.03.18.038;Survey Meter (Alat Pengukur Keadaan Alam)
1.3.2.03.03.18.039;Percolasi Meter
1.3.2.03.03.18.040;Bor Sample Tanah
1.3.2.03.03.18.041;Laboratorium Cort
1.3.2.03.03.18.042;Soil Moisture Meter
1.3.2.03.03.18.043;Sea Water Current Meter
1.3.2.03.03.18.044;Wave Recorder
1.3.2.03.03.18.045;Tide Recorder
1.3.2.03.03.18.046;Radio Winsode
1.3.2.03.03.18.047;Radio Thedolite
1.3.2.03.03.18.048;Optic Theodolite
1.3.2.03.03.18.049;Radio Wind
1.3.2.03.03.18.050;Thermometer (Alat Pengukur Keadaan Alam)
1.3.2.03.03.18.051;Barometer (Alat Pengukur Keadaan Alam)
1.3.2.03.03.18.052;Altimeter (Alat Pengukur Keadaan Alam)
1.3.2.03.03.18.053;Barograph (Alat Pengukur Keadaan Alam)
1.3.2.03.03.18.054;Surveying Barograph
1.3.2.03.03.18.055;Anemometer (Alat Pengukur Keadaan Alam)
1.3.2.03.03.18.056;Wind Force
1.3.2.03.03.18.057;Anemograph
1.3.2.03.03.18.058;Vertikal Wind Speed
1.3.2.03.03.18.059;Mechanical Wind Recorder (Alat Pengukur Keadaan Alam)
1.3.2.03.03.18.060;Wind Snear
1.3.2.03.03.18.061;Psychometer Sling/Wherling
1.3.2.03.03.18.062;Assman Psychrodial
1.3.2.03.03.18.063;Hygrograph (Alat Pengukur Keadaan Alam)
1.3.2.03.03.18.064;Persentage Humidity
1.3.2.03.03.18.065;Psychrometer Slide Rule
1.3.2.03.03.18.066;Gas Generator
1.3.2.03.03.18.067;Ploatting Board
1.3.2.03.03.18.068;Fillter Ballon
1.3.2.03.03.18.069;Pressure Ceck Box
1.3.2.03.03.18.070;Evaluation Suhu
1.3.2.03.03.18.071;Evaluation Titik Embun
1.3.2.03.03.18.072;Pressure Scale
1.3.2.03.03.18.073;Kop Gas Generator
1.3.2.03.03.18.074;Pengukur Ketebalan Dinding
1.3.2.03.03.18.075;Soil Heat Fluxplate
1.3.2.03.03.18.076;Fog Visiometer
1.3.2.03.03.18.077;Seismograph (Alat Pengukur Keadaan Alam)
1.3.2.03.03.18.078;Strongmation Accelograph
1.3.2.03.03.18.079;Seismocope
1.3.2.03.03.18.080;Vibration Monitor
1.3.2.03.03.18.081;Signal Conditioner
1.3.2.03.03.18.082;Tranducer Microtermometer
1.3.2.03.03.18.083;Magnetograph Adz
1.3.2.03.03.18.084;Digital Analog Magnetograph
1.3.2.03.03.18.085;Deklinometer
1.3.2.03.03.18.086;Inklinometer
1.3.2.03.03.18.087;Qhn Instrument
1.3.2.03.03.18.088;Bmz Instrument
1.3.2.03.03.18.089;Proton Magnetograph
1.3.2.03.03.18.090;Portable Variograph
1.3.2.03.03.18.091;Stationary Variograph
1.3.2.03.03.18.092;Potential Gradient Meter
1.3.2.03.03.18.093;Conductivity Meter (Alat Pengukur Keadaan Alam)
1.3.2.03.03.18.094;Air Aerth Current Meter
1.3.2.03.03.18.095;Ligthing Counter
1.3.2.03.03.18.096;Ionosode
1.3.2.03.03.18.097;Satellite Positioning
1.3.2.03.03.18.098;Transit Thedolite
1.3.2.03.03.18.099;Astrolebe
1.3.2.03.03.18.100;La Coste And Remberg 6523
1.3.2.03.03.18.101;Microtremor
1.3.2.03.03.18.102;Portable Seismograph
1.3.2.03.03.18.103;Digital Accelerograph
1.3.2.03.03.18.104;Digital Broadband Seismograph
1.3.2.03.03.18.105;Pc Drum
1.3.2.03.03.18.106;Tribrach
1.3.2.03.03.18.107;Alat Pengukur Penglihatan Lainnya
1.3.2.03.03.19.001;Transmissimeter
1.3.2.03.03.19.002;Teropong Hilal
1.3.2.03.03.19.003;Jam Atom
1.3.2.03.03.19.004;Alat Pengukur Ketepatan Dan Koreksi Waktu Lainnya
1.3.2.03.03.20.001;Lonceng Bandul
1.3.2.03.03.20.002;Lonceng Cecium Beam Frequence
1.3.2.03.03.20.003;Time Transmitter
1.3.2.03.03.20.004;Jam Waktu Bintang
1.3.2.03.03.20.005;Lonceng Tabung Hampa
1.3.2.03.03.20.006;Tabung Hampa, Free Pendulum
1.3.2.03.03.20.007;Onggo Coder Electric
1.3.2.03.03.20.008;Chronograph
1.3.2.03.03.20.009;Chronometer (Alat Pengukur Ketepatan Dan Koreksi Waktu)
1.3.2.03.03.20.010;Teropong Bintang Transit
1.3.2.03.03.20.011;Time Code
1.3.2.03.03.20.012;Alat Pengukur Ketepatan Dan Koreksi Waktu Lainnya
1.3.2.03.03.20.013;Digital Rf Watt Meter
1.3.2.03.03.20.014;Time Dmain Reffloctometer
1.3.2.03.03.20.015;Phone Test Set
1.3.2.03.03.20.016;Fiber Optic Test Set
1.3.2.03.03.20.017;Communication Analyzer
1.3.2.03.03.20.018;Technical Toolkit
1.3.2.03.03.20.019;Rf Load Resistor
1.3.2.03.03.20.020;Digital Spectrum Analyzer
1.3.2.03.03.20.021;Solder Ic
1.3.2.03.03.20.022;Alat Ukur Instrument Workshop Lainnya
1.3.2.03.03.21.001;Alat Ukur Lainnya
1.3.2.04.01.01.001;Bajak Kayu
1.3.2.04.01.01.002;Bajak Muara
1.3.2.04.01.01.003;Pacul
1.3.2.04.01.01.004;Linggis
1.3.2.04.01.01.005;Garpu Pacul
1.3.2.04.01.01.006;Garpu Kayu
1.3.2.04.01.01.007;Garpu Besi
1.3.2.04.01.01.008;Tractor Four Wheel (Dengan Kelengkapannya)
1.3.2.04.01.01.009;Tractor Tangan Dengan Perlengkapannya
1.3.2.04.01.01.010;Madula
1.3.2.04.01.01.011;Skap
1.3.2.04.01.01.012;Garu
1.3.2.04.01.01.013;Alat Pengolahan Tanah Dan Tanaman Lainnya
1.3.2.04.01.02.001;Kored
1.3.2.04.01.02.002;Arit
1.3.2.04.01.02.003;Babatan
1.3.2.04.01.02.004;Pacul Dangir
1.3.2.04.01.02.005;Penyemprot Otomatis (Automatic Sprayer)
1.3.2.04.01.02.006;Penyemprot Mesin (Power Sprayer)
1.3.2.04.01.02.007;Penyemprot Tangan (Hand Sprayer)
1.3.2.04.01.02.008;Alat Penyiang Tanaman
1.3.2.04.01.02.009;Alat Pemeliharaan Tanaman/Ikan/Ternak Lainnya
1.3.2.04.01.03.001;Ani-Ani
1.3.2.04.01.03.002;Alat Perontokan (Thresser Pedal)
1.3.2.04.01.03.003;Alat Perontokan Mesin (Power Thresser)
1.3.2.04.01.03.004;Alat Pemipil Jagung
1.3.2.04.01.03.005;Alat Pengering (Dryer)
1.3.2.04.01.03.006;Alat Pengukur Kadar Air (Moisture Tester)
1.3.2.04.01.03.007;Alat Penggiling Kopi
1.3.2.04.01.03.008;Alat Pengolah Tepung
1.3.2.04.01.03.009;Alat Bantu Uji Tumbuh
1.3.2.04.01.03.010;Alat Penampi
1.3.2.04.01.03.011;Alat Panen Lainnya
1.3.2.04.01.04.001;Oven
1.3.2.04.01.04.002;Cold Storage (Kamar Pendingin)
1.3.2.04.01.04.003;Selo (Kotak Penyimpanan) Dengan Pengatur Temperatur
1.3.2.04.01.04.004;Rak-Rak Penyimpan
1.3.2.04.01.04.005;Lemari Penyimpan
1.3.2.04.01.04.006;Palat Penyimpan Hasil Percobaan Ertanian Lainnya
1.3.2.04.01.05.001;Alat Pengukur Curah Hujan
1.3.2.04.01.05.002;Alat Pengukur Cahaya
1.3.2.04.01.05.003;Alat Pengukur Intensitas Cahaya
1.3.2.04.01.05.004;Alat Pengukur Temperatur
1.3.2.04.01.05.005;Alat Pengukur P.H. Tanah (Soil Tester)
1.3.2.04.01.05.006;Alat Pengambil Sample Tanah
1.3.2.04.01.05.007;Rice
1.3.2.04.01.05.008;Grindding Mill
1.3.2.04.01.05.009;Volume Test
1.3.2.04.01.05.010;Weight
1.3.2.04.01.05.011;Straw Facture
1.3.2.04.01.05.012;Falling Number
1.3.2.04.01.05.013;Electrode Ph Meter
1.3.2.04.01.05.014;Alat Penurun Kadar Air Madu
1.3.2.04.01.05.015;Alat Laboratorium Pertanian Lainnya
1.3.2.04.01.06.001;Unit Pengaduk
1.3.2.04.01.06.002;Alat Pencabut Bulu Ayam
1.3.2.04.01.06.003;Alat Pembuat Pelet/Makanan Ternak
1.3.2.04.01.06.004;Alat Pembuat Molase Blok
1.3.2.04.01.06.005;Mesin Tetas
1.3.2.04.01.06.006;Mesin Perah Susu
1.3.2.04.01.06.007;Milk Can
1.3.2.04.01.06.008;Pengupas Kulit Ari Kedelai
1.3.2.04.01.06.009;Pemarut Serat Serba Guna
1.3.2.04.01.06.010;Penyawut Singkong
1.3.2.04.01.06.011;Gilingan Beras
1.3.2.04.01.06.012;Salina Injector
1.3.2.04.01.06.013;Scaller Motor
1.3.2.04.01.06.014;Ulv Cabinet
1.3.2.04.01.06.015;Tlc Drayer
1.3.2.04.01.06.016;Mesin Pencuci Alat (Miele)
1.3.2.04.01.06.017;Hydrolic Pieces
1.3.2.04.01.06.018;Reaper
1.3.2.04.01.06.019;Electric Disk Cutter
1.3.2.04.01.06.020;Ragum /Catok
1.3.2.04.01.06.021;Diesel Eggane
1.3.2.04.01.06.022;Alat Prosesing Daging
1.3.2.04.01.06.023;Alat Prosesing Telur
1.3.2.04.01.06.024;Ice Cream Maker
1.3.2.04.01.06.025;Hand Separator
1.3.2.04.01.06.026;Mesin Penepung Beras
1.3.2.04.01.06.027;Alat Penggiling Jagung
1.3.2.04.01.06.028;Mesin Pengayak Tepung
1.3.2.04.01.06.029;Pengolahan Produk Kering
1.3.2.04.01.06.030;Penyawut Besar Dan Kecil
1.3.2.04.01.06.031;Processing Multiguna
1.3.2.04.01.06.032;Pump For Hplc And Accessories
1.3.2.04.01.06.033;Sausage Feeler Machine
1.3.2.04.01.06.034;Twin Paper Roller Bearing
1.3.2.04.01.06.035;Skinning Cradle
1.3.2.04.01.06.036;Head Restrainer
1.3.2.04.01.06.037;Stuning Device
1.3.2.04.01.06.038;Penyodok Kotoran
1.3.2.04.01.06.039;Pengarah Kepala
1.3.2.04.01.06.040;Offal Wash
1.3.2.04.01.06.041;Beef Splitter
1.3.2.04.01.06.042;Alat Pengupas Biji Mete
1.3.2.04.01.06.043;Alat Pencacah Daun
1.3.2.04.01.06.044;Alat Prosesing Lainnya
1.3.2.04.01.07.001;Alat Pengasapan
1.3.2.04.01.07.002;Alat Pembekuan
1.3.2.04.01.07.003;Alat Penggiling Padi
1.3.2.04.01.07.004;Alat Pencacah Hijauan
1.3.2.04.01.07.005;Alat Pemecah Tapioka
1.3.2.04.01.07.006;Alat Pasca Panen Lainnya
1.3.2.04.01.08.001;Pukat
1.3.2.04.01.08.002;Double Rig Shrimp Trawl/Pukat Udang Ganda
1.3.2.04.01.08.003;Payang (Termasuk Lampara)
1.3.2.04.01.08.004;Danish Seine (Dogol)
1.3.2.04.01.08.005;Beach Seine (Pukat Pantai)
1.3.2.04.01.08.006;Drift Gill Net (Jaring Insang Hanyut)
1.3.2.04.01.08.007;Encircling Gill Net (Jaring Insang Lingkar)
1.3.2.04.01.08.008;Shrimp Gill Net (Jaring Klitik)
1.3.2.04.01.08.009;Set Gill Net (Jaring Insang Tetap)
1.3.2.04.01.08.010;Boat Raft Lift Net (Bagan Perahu/Rakit)
1.3.2.04.01.08.011;Bagan Tancap Berikut Kelong
1.3.2.04.01.08.012;Scoop Net (Serok)
1.3.2.04.01.08.013;Jaring Angkat Lainnya
1.3.2.04.01.08.014;Guiding Barrier (Serok)
1.3.2.04.01.08.015;Stow Net (Jermal Termasuk Togo)
1.3.2.04.01.08.016;Portable Traps (Bubu)
1.3.2.04.01.08.017;Perangkap Lainnya
1.3.2.04.01.08.018;Tuna Long Line (Rawai Tuna)
1.3.2.04.01.08.019;Set Long Line (Rawai Tetap)
1.3.2.04.01.08.020;Skipjack Pole And Lines (Huhate)
1.3.2.04.01.08.021;Trool Line (Pancing Tonda)
1.3.2.04.01.08.022;Pancing Lainnya
1.3.2.04.01.08.023;Muroami Inc. Mallalugis
1.3.2.04.01.08.024;Jala
1.3.2.04.01.08.025;Garpu
1.3.2.04.01.08.026;Tombak
1.3.2.04.01.08.027;Sea Water Reservoir
1.3.2.04.01.08.028;Bak Pemeliharaan Sementara
1.3.2.04.01.08.029;Bak Pengendapan
1.3.2.04.01.08.030;Keramba (Jaring Apung)
1.3.2.04.01.08.031;Jaring Lingkar
1.3.2.04.01.08.032;Pukat Tarik Berkapal
1.3.2.04.01.08.033;Pukat Hela
1.3.2.04.01.08.034;Pukat Dorong
1.3.2.04.01.08.035;Penggaruk
1.3.2.04.01.08.036;Jaring Angkat Menetap
1.3.2.04.01.08.037;Jaring Angkat Tidak Menetap
1.3.2.04.01.08.038;Alat Yang Dijatuhkan
1.3.2.04.01.08.039;Alat Penjepit Dan Melukai
1.3.2.04.01.08.040;Alat Produksi Perikanan Lainnya
1.3.2.04.01.09.001;Tang Pemasang/Kar Tang
1.3.2.04.01.09.002;Stick Pengukur Sapi
1.3.2.04.01.09.003;Waight Band
1.3.2.04.01.09.004;Borduzzo Tang
1.3.2.04.01.09.005;Cap Bakar
1.3.2.04.01.09.006;Kar Punch (Pelobang Telinga)
1.3.2.04.01.09.007;Container
1.3.2.04.01.09.008;Conister
1.3.2.04.01.09.009;Qoblet
1.3.2.04.01.09.010;Insemination Gun
1.3.2.04.01.09.011;Termos A.J
1.3.2.04.01.09.012;Vagina Buatan
1.3.2.04.01.09.013;Debeaker (Alat Pemotong Panah)
1.3.2.04.01.09.014;Alat Pemotong Kuku
1.3.2.04.01.09.015;Milik Gam
1.3.2.04.01.09.016;Tabung Tempat Susu
1.3.2.04.01.09.017;Dehamer (Pemotong Tanduk)
1.3.2.04.01.09.018;Pemotong Bulu
1.3.2.04.01.09.019;Eastrator (Pemotong Ekor)
1.3.2.04.01.09.020;Milcooling Tang
1.3.2.04.01.09.021;Mesin Penetas Telur
1.3.2.04.01.09.022;Alat-Alat Peternakan Lainnya
1.3.2.04.01.10.001;Alat Pengolahan Lainnya
1.3.2.05.01.01.001;Mesin Ketik Manual Portable (11-13 Inci)
1.3.2.05.01.01.002;Mesin Ketik Manual Standard (14-16 Inci)
1.3.2.05.01.01.003;Mesin Ketik Manual Langewagon (18-27 Inci)
1.3.2.05.01.01.004;Mesin Ketik Listrik
1.3.2.05.01.01.005;Mesin Ketik Listrik Potable (11-13 Inci)
1.3.2.05.01.01.006;Mesin Ketik Listrik Standard (14-16 Inci)
1.3.2.05.01.01.007;Mesin Ketik Listrik Langewagon (18-27 Inci)
1.3.2.05.01.01.008;Mesin Ketik Elektronik/Selektrik
1.3.2.05.01.01.009;Mesin Ketik Braille
1.3.2.05.01.01.010;Mesin Phromosons
1.3.2.05.01.01.011;Mesin Cetak Stereo Piper (Braille)
1.3.2.05.01.01.012;Mesin Ketik Lainnya
1.3.2.05.01.02.001;Mesin Hitung Manual
1.3.2.05.01.02.002;Mesin Hitung Listrik
1.3.2.05.01.02.003;Mesin Hitung Elektronik/Calculator
1.3.2.05.01.02.004;Mesin Kas Register
1.3.2.05.01.02.005;Abakus (Alat Hitung)
1.3.2.05.01.02.006;Blokycs (Mesin Hitung Braille)
1.3.2.05.01.02.007;Mesin Penghitung Uang
1.3.2.05.01.02.008;Mesin Pembukuan
1.3.2.05.01.02.009;Mesin Penghitung Kertas/Pita Cukai
1.3.2.05.01.02.010;Mesin Absen (Time Recorder)
1.3.2.05.01.02.011;Mesin Kontrol Jaga
1.3.2.05.01.02.012;Mesin Penghitung Uang
1.3.2.05.01.02.013;Mesin Hitung/Mesin Jumlah Lainnya
1.3.2.05.01.03.001;Mesin Stensil Manual Folio
1.3.2.05.01.03.002;Mesin Stensil Manual Double Folio
1.3.2.05.01.03.003;Mesin Stensil Listrik Folio
1.3.2.05.01.03.004;Mesin Stensil Listrik Double Folio
1.3.2.05.01.03.005;Mesin Stensil Spiritus Manual
1.3.2.05.01.03.006;Mesin Stensil Spiritus Listrik
1.3.2.05.01.03.007;Mesin Fotocopy Folio
1.3.2.05.01.03.008;Mesin Fotocopy Double Folio
1.3.2.05.01.03.009;Mesin Fotocopy Electronic
1.3.2.05.01.03.010;Mesin Thermoforn
1.3.2.05.01.03.011;Mesin Fotocopy Lainnya
1.3.2.05.01.03.012;Risograf
1.3.2.05.01.03.013;Mesin Perekam Stensil Folio
1.3.2.05.01.03.014;Mesin Perekam Stensil Double Folio
1.3.2.05.01.03.015;Mesin Plate Folio
1.3.2.05.01.03.016;Mesin Plate Double Folio
1.3.2.05.01.03.017;Alat Reproduksi (Penggandaan) Lainnya
1.3.2.05.01.04.001;Lemari Besi/Metal
1.3.2.05.01.04.002;Lemari Kayu
1.3.2.05.01.04.003;Rak Besi
1.3.2.05.01.04.004;Rak Kayu
1.3.2.05.01.04.005;Filing Cabinet Besi
1.3.2.05.01.04.006;Filing Cabinet Kayu
1.3.2.05.01.04.007;Brandkas
1.3.2.05.01.04.008;Peti Uang/Cash Box/Coin Box
1.3.2.05.01.04.009;Kardex Besi
1.3.2.05.01.04.010;Kardex Kayu
1.3.2.05.01.04.011;Rotary Filling
1.3.2.05.01.04.012;Compact Rolling
1.3.2.05.01.04.013;Buffet
1.3.2.05.01.04.014;Mobile File
1.3.2.05.01.04.015;Locker
1.3.2.05.01.04.016;Roll Opek
1.3.2.05.01.04.017;Tempat Menyimpan Gambar
1.3.2.05.01.04.018;Kontainer
1.3.2.05.01.04.019;Coin Box
1.3.2.05.01.04.020;Lemari Display
1.3.2.05.01.04.021;Water Proof Box
1.3.2.05.01.04.022;Folding Container Box
1.3.2.05.01.04.023;Box Truck
1.3.2.05.01.04.024;Laci Box
1.3.2.05.01.04.025;Lemari Katalog
1.3.2.05.01.04.026;Lemari Sorok
1.3.2.05.01.04.027;Lemari Kaca
1.3.2.05.01.04.028;Lemari Makan
1.3.2.05.01.04.029;Alat Penyimpan Perlengkapan Kantor Lainnya
1.3.2.05.01.05.001;Narkotik Test
1.3.2.05.01.05.002;Cctv - Camera Control Television System
1.3.2.05.01.05.003;Papan Visual/Papan Nama
1.3.2.05.01.05.004;Movitex Board
1.3.2.05.01.05.005;White Board
1.3.2.05.01.05.006;Alat Detektor Uang Palsu
1.3.2.05.01.05.007;Alat Detektor Barang Terlarang/X Ray
1.3.2.05.01.05.008;Copy Board/Elektric White Board
1.3.2.05.01.05.009;Peta
1.3.2.05.01.05.010;Alat Penghancur Kertas
1.3.2.05.01.05.011;Globe
1.3.2.05.01.05.012;Mesin Absensi
1.3.2.05.01.05.013;Dry Seal
1.3.2.05.01.05.014;Fergulator
1.3.2.05.01.05.015;Cream Polisher
1.3.2.05.01.05.016;Mesin Perangko
1.3.2.05.01.05.017;Check Writer
1.3.2.05.01.05.018;Numerator
1.3.2.05.01.05.019;Alat Pemotong Kertas
1.3.2.05.01.05.020;Headmachine Besar
1.3.2.05.01.05.021;Perforator Besar
1.3.2.05.01.05.022;Alat Pencetak Label
1.3.2.05.01.05.023;Overhead Projector
1.3.2.05.01.05.024;Hand Metal Detector
1.3.2.05.01.05.025;Walkman Detector
1.3.2.05.01.05.026;Panel Pameran
1.3.2.05.01.05.027;Alat Pengaman / Sinyal
1.3.2.05.01.05.028;Board Modulux
1.3.2.05.01.05.029;Porto Safe Travel Cose
1.3.2.05.01.05.030;Disk Prime
1.3.2.05.01.05.031;Megashow
1.3.2.05.01.05.032;White Board Electronic
1.3.2.05.01.05.033;Laser Pointer
1.3.2.05.01.05.034;Display
1.3.2.05.01.05.035;Exhauster Form
1.3.2.05.01.05.036;Rubu Mujayyab
1.3.2.05.01.05.037;Electric Dumper
1.3.2.05.01.05.038;Mesin Teraan
1.3.2.05.01.05.039;Mesin Laminating
1.3.2.05.01.05.040;Penangkal Petir
1.3.2.05.01.05.041;Stempel Timbul/Bulat
1.3.2.05.01.05.042;Lampu-Lampu Kristal
1.3.2.05.01.05.043;Lcd Projector/Infocus
